User,Comment
@muhamadyasin5989,"Susah jga sih ya klo orng yg gk ngerti dunia financial dan cara bermain di dunia itu dngn baik, saran sih siapapun yg ngomong/berkata sesuatu meskipun itu influencer terkenal, kita gak harus bnr"" Menelan bulat"" Apa yg di katakan, lebih baik kita plajari dlu, kita searching apa sbnrnya yg di maksud baru kita masuk, klo tiba"" Orng blang A ikut A, bilang B ikut B yaa gak smua orng bsa sukses, krna dunia financial invest tu gak bisa kita handalin orng lain, harus dri kita sndiri yg mw blajar dan jngn males buat baca"" Searching"" Klo me sukses jangn prnh gampang prcaya sma siapa pun, intinya hrus cari tau dlu bru di jalani klo dh yakin"
@madilkudo8740,"aku penonton Thomoty hampir semua videonya, tapi pernyataan Sekolah itu scam bukan Sekolahnya Tapi Sistemnya sekolah di indonesia. makanya dia mau buat banyak sekolah di indonesia dengan sistem yg berbeda. Begitu sih yg aku tangakap"
@bagong7703,rungkaddd
@Warsidi-z7j,😆😆
@NaomiNubi-t7b,FLEXING MODAL CARI FULUS JAMAN SEKARANG
@Kajoel86,SEMOGA WKT LIDIK GA TERGIUR
@ciwilharvi,Para milyarder muda BER Embel² trading /crypto dan Bermodal Pinter ngomong Sangat -sangat meresahkan
@jule753,Trust no one!!!
@JiuJiu-q6k,"Terus orang indo kalau rugi di investasi pasti nyalahin orang lain, yang ikut lu yang rugi lu, lu salahin orang. Semua keputusan lu.

Tapi kalau untung diem2 aja 😂"
@deryzgaming,Akhirnya sepandai pandai nya tupai(T.Ronald) melompat akhirnya jatuh juga
@Helminkifli,DJP ayo usut asetnya. Benar gak harta triliunan pajaknya gmana
@RoeslanManaf,Bahas pramugari palsu yg lagi viral bang jeri😊
@Alfachri87,Dia kaya dari jualan kelas
@Tahuta_Universe,lama ga nonton kamar jeri jadi kaya tinggi kurussan bang
@UmarIsmail-j1b,Sudah ku duga ..... tukang tipu 😂😂😂😂.....yg kena tipu mampus 😅😅😅😅
@JiuJiu-q6k,"Orang jaman dulu bilang ""gak ada makanan yang enak dan mengenyangkan tanpa sebuah proses"". Tapi sekarang ada mie instan dan beberapa makanan instan yang dimasak sangat singkat, dengan rasa yang enak.

Orang goblok jaman sekarang bilang ""gak ada cara instan untuk kaya, semua butuh proses"", gw setuju semua butuh proses, termasuk memasak mie instan. Cuma bedanya, bagaimanna sikap kalian terhadap uang dan bagaimana carakalian mendapatkan uang? Itu yang membedakan ada yang kaya cepat dan ada yang gak kaya2."
@deblorandomvideo,"Jery atau Timothy sama"" Sedang bermain karena hidup hnya permainan, yg kasian itu adalah audiens karena mereka semua masuk dalam permainan, *memanfaatkan dan dimanfaatkan* hasil akhirnya adalah cuan"
@kerrslwly,"Kalo setauku yaa orang kaya itu pelit informasi tentang gimana jadi orang kaya itu pasti dia rahasia sndiri kyak ngunci motor tapi pake beton dan kalo ada orang kaya ngasih informasi ke orang""lain cara ini cara ini biar jadi kaya instan itu tidak bro, kaya butuh modal kaya butuh otak kaya butuh inspirasi bukan kaya lewat jalur kelas buang uang jutaan buat bayar kelas lebih baik buang uang buat beli emas investasi ke emas beli emas 10 JT lu jual pas lu jadi kakek nenek lu kaya bro klo ga lu buat bisnis pasar lainnya asli uang muter sendirinya"
@SubagyoSubagyo-h4e,"Ini kamar jeri gemana sih,klw jadi konten kreator ga usah memihak salah satu.soal goblog orang gedein otot sampai jadi bgt, paham ga jadi bgt.untuk timoty jelas buang2 waktu Krn dia fokusnya uang.trus orang yang marah di podcast Deddy jelas dia sedang sakit hati di bilang goblok dan ngapain orang itu bawa2 member AC rungkad di bahas di situ.jelas klw rungkad ya salah sendiri, timoty pasti ngasih tau koin2 apa saja yang di beli.soal mau ikut beli atau tidak tergantung membernya.dan yg terpenting timoty dan prof kalimasada kan bilang 70an persen beli nya bitcoin beli yg lain seperti tebar jala(keberuntungan) jelas banyak koin yg rungkad.dan teramat penting beli di spot jgn future karena future itu jelas judi salah prediksi ya nol habis semua modal.jadi harus pinter-pinter kita juga jgn percaya seratus persen.dan klw modal kecil jgn treding.bitcoin kan jelas awal harga berapa sekarang harganya berapa."
@MuqlasAli,"DARI AWAL GUA EMANG GAK PERCAYA 😅
EMANG LU PADA GAK BELAJAR APA ????SAMA KASUS INDRA KENZ  BINOMO. 
KOK ORANG KAYA BANYAK YANG  TOLOL YA 😅
SEJARAH AWAL NYA KAN BITCOIN ITU GAK ADA NILAI NYA... KARNA DI GORENG GORENG JADI ADA NILAI NYA.... COBA KALO GAK ADA YG NGE GORENG, BTC UDAH PASTI SAMPAH... FISIK NYA GAK ADA. 
JADI YANG UNTUNG ITU PENJUAL. 
COBA KALO OJK MENOLAK BITCOIN... UDAH PASTI GAK BAKAL LAKU. 
SEDANGKAN EMAS...FISIK NYA ADA, HARGA NYA ADA. REAL... 
JUAL KELAS... JUALAN...UNTUNG😅😅😅😅

COBA GIMANA KASUS INDRA KENZ DULU, TERNYATA ITU CUMAN FLEXING SUPAYA BISA SCAM. 
KOK GOBLOK YA SDM INDO... GUA MISKIN TAPI MASIH PUNYA AKAL SEHAT 😊"
@shadow_kenzz,"Kita masarakat Indonesia harus belajar berfikir kritis,makanya jangan (fomo) apalagi di finansial market.. btw gwe lama berkecimpung di ekosistem crypto.. seseorang memang bisa kaya dengan pemahaman/skill tertentu.. dulu memang ada lho orang profit sampai ratusan ribu %... Kalo sekarang hampir mustahil.. sudah beda sykel... Dan saya banyak juga nonton videonya tymoti.. banyak yang saya tidak setuju misalnya seperti yang di katakan di video ini.. orang.... T...L.. dan lainnya,tapi itu di luar konteks .. finansial market/crypto... Jadi kita masyarakat harus cerdas..jangan mudah jadi korban penggiringan opini..bahkan tidak di pahami sendiri, berdasar konteks nya"
@raivens3092,Berulang sm si yg k Marin .MURAH BANGET sama sama sipit jgk terus tetap aja kena tipu wkkwkwkw SDM rendah
@ibelived_orbs,"Bang bahas fenomena jembatan tukad bangkung plaga di bali yang kerap dijadikan tempat bundir dan tiap bulan atau beberapa bulan selalu ada yang meninggoi bundir walau sisi kanan kiri sudah di pagar tinggi dengan kemananan tinggi namun tetap selalu ada yg bundir...

Up up"
@boyphotography7121,"Menurut keyakinan saya, skyholic888 itu kalimasada. Bisa jadi hubungan mereka retak karena pembagian keuntungan akademinya."
@AlianHakimID,mlm 4.0 kahh awokaowkaowk
@Mdauz,Hal yang paling benar jadi kaya itu ya jadi pejabat korup di negara one piece. Katanya kaya harusnya jadi robin hood dong. Bayarin utang negara jadi sejahtera semua
@angelsoe2460,😄Si 1T cikungunya.😄..
@ABDULRAHMANH-i2u,lambo lu warna apa boshhhh
@arfanlondo2457,"Untung gak jadi masuk kelasnya,cuma denger edukasinya😂"
@Ayna_Shifa,suka Timothy yg ngmg nya ceplas ceplos.. Fakta yg sering bikin banyak orang tersinggung 😂😂😂
@sleepwalk1ng,skyholic adalah anak bahlil
@Kamiveteranbukanpengkhianat,Saya rasa perusahaan bisa dialihkan atau dipindah namakan. Tapi kan itu mulut tetep milik si timoti kan. Kalau mulutnya dicopot atau dipotong boleh juga
@rrrynsyh,ini drama terseru 2026 jir
@rakasiwipungki1027,Gosip nya dia Anggota gereja sakatonik😂
@purbaya-c3m,"Wkwkw sudah tau dari dulu, admin grup gw aja buang duit 17 jt join kelas timoti buat lihat lawakan di grupnya😂"
@CongklakKapten,Yg paling goblok bayar kelasnya 17 juta
@nwotatananduniabaru,Kata Daud Tony tahun 2032 mulai hacker AI korbannya termasuk kripto.
@hahahihiklip,Yg udah lama di pasar keuangan kyk nya gak bakal peduli sama konten ini 🤔
@ipankh4534,"Next Doni salmanan ,indra kenstot😂😂😂😂😂"
@shadow_kenzz,Yang gw heran apa yang salah dengan jual kelas ya.. makanya (dyor) kalo timoty terbukti menipu membawa kabur uang member atau sejenisnya itu bisa ke unsur pidana... Nah saya Masi belum dapet kesimpulan dari video ini..
@mulkanalief4291,"Klo gw mending belanjaaa skrg

Krn krypto jatooh itu emang sengaja biar nanti ada yg borong...."
@fajaraswan342,Orang kaya yg nggak tahu mau diapain duitnya hahahaha
@ntnf.84,"Kelebihan kamar jeri adlh  tatanan kata runut dan mutu , susunan kata beredukasi...setiap kata bermakna tinggi...ciri influemcer hebat"
@afiarrdn01,ATI2 NNTI DISERANG SEKTE TIMOTHY .
@Gembira45,Timoty makin kaya.. pengkutnya makiiiiin…………………….:::
@allexsugianto5161,Yang Pasti Bukan Aku 🧐
@rexxha249,"terlepas dari dia nipu atau tidak gw cuma suka motivasi nya terhadap uang
membuat gw jadi semangat lagi saat lagi down"
@b4484-p8d,22:32 langsung ke inti
@arissiregar2410,Yg membuat ekonomi lesu tu dia .duit jdi g berputar dengan seharus nya .
@ASTROWORLD-f6b,"Ada salah satu statement TIMOTHY ngomong ""SEMUA MATERI DI KELAS CRYPTO GW GAKAN KALIAN TEMUIN DIRUANG PUBLIK""

ehhh Abang gw gabung Akademi dia pas baca2 Materi laaahh Materi dia Ada bnyk infonya bertebaran di GOOGLE ngapain bayar mahal untuk join kelas anjirr klo gtu 😂😂"
@o-zone1217,"Apapun yg ""too good to be true"" kemungkinan besar hanyalah penipuan."
@risyanaina3169,Yg too good to be trough itu omong kosong pada pengen kaya pinjem duit buat modal crypto biara bisa onkang2 pada gk.msu kerja santuy...mending buatin kontrakan bulanan 😂😂😂🎉
@ZaynMaestro,Nyimak aja 🥸🧐
@parkjeon1301,orang miskin sibuk kerja biar bisa makan orang kaya sibuk memperkaya diri akhirnya di bodohin - ditipu
@dadang-w7b,gw GK percaya 😂
@infopalinglaku683,"Kalau saya simple pemikiranku, kenapa katanya kaya masih buka kelas, bukannya uangnya sudah cukup, siapapun itu yang ngajak kelas pemikiranku bodoh seperti itu"
@yuukidey7732,Panutan bocil bocil ingusan itu si timothy😅😅😅
@YusupMustopaSopar-m7g,Seperti kasus Doni salmaman dan Endra Ken ya ini tymoti bag0ng
@HaerudinHaerudin-w5e,"Ya goblok aja ngikuti perkataan orang, gw aja research sendiri, belajar otodidak.."
@moris1260,Anak kecil banyak Cing cong kocak 😂
@mugisantoso9231,Udah ketebak sii dari awal manusia ini
@hedisin6547,"Biasalah...btc lagi drop nilainya skrg...sbnrnya jika mrk masih hold btc nya...itu masih belum pasti ruginya...tapi jika mrk jual dan cut loss...otomatis pasti rugi besar lah...

Timothy itu hanya leader di kelas yg dia buat...asalkan dia sendiri jg rugi besar..anggota2nya yg ikutin dia jg gak bisa salahkan dia lah atas prediksinya yg meleset tsb...itu wajar2 aja dlm dunia investasi...ada cuan & resiko...

Jgn kalo lg cuan...diam2 aja...tapi saat lg rugi pada ribut semua...wkwkwk"
@fitriiskandar180,Thimoty keren.... ❤
@okkypratama1311,Dukun pelipat ganda uang versi moderen 😂
@guzwin15,T.R pemuda songong juga sombong karna sudah merasa sukses di usia muda. 🎉🎉🎉
@nimbrungyaa,Dari awal muncul udah males memang liat konten² nya
@AbdurRozaq499,"Kelas saham efektifnya 5 orang. 
Saling mendukung, dan menjalun keakraban."
@花朵-p8l,"Skrg banyak gitu,suli juga bgt,bit coin saja kerjanya😂😂😂"
@ghazi8857,Banyak korban akibat Timothy.
@BRKFASTSTUDIOS,Nahhh GW salfok sama ssd hehehe
@globalsecrets0,"tu misal sampe timothy pake baju shopee, aplikasi Floq nya gimana yang udah pada invest disitu ?"
@JumhariHari-b1y,Setuju abngku ini pantas di beritakan biar pemain trendingan itu sadar untuk stop
@yudiwah7738,Gabung Tapi cuma nungguin sinyal doang ngapain kaga maksimal 😂😂😂 padahal banyak modul modul yang bisa dipelajari.
@dhimazjo,"saya suka gaya jurnalisnya, suaranya enak didengar, selidiknya keren campur nyinyir ( utk yg negative issue ) tapi elegant"
@Rengginang.,Yang msh suka teriak2 di Tele dan Discord When Lambo Sir...?? When Distribusi Sir... ?? Sini kumpul 😂😂😂
@poxyvoxy1995,Rata2 yg komen di sini nggak tau apa2 wkwk.
@paine7198,"Logo A'nya juga terbalik,kaya bintang terbalik sama persis simbol satanic"
@adenaman-q4z,sejak kapan ni org jd influen geopolitik
@Bakoel_roti,"kbnyakn yg pd bangkrut dia yg terlalu menggebu2 pengen jd milyader,trilyuner. apalah itu.😂😂  kbnyakan mimpi lupa diri...ya mampus aja sukurin...kalian mau jadi kaya krna udah niatan mau sombong...😂😂😂"
@lullaby4502,semoga tuhan membalasnya dgn penderitaan org2 yang sdh kena tipu☺
@MrStassen5758,GUA kalau kaya ngapain ngajak org 😂😂😂😂
@FakihGaming,"Sebenernya yg rugi itu yg gk bisa management uangnya dengan baik, si timoty itu ngasih signal itu sering ngasih tau klo mau masuk hanya brpa persen dari portonya aja jangan all in, dan kebanyakan klo rungkad itu yg all in pake semua duitnya"
@pangeransatan6829,Gw skyholic
@OemarSantoso,"ribet itu orang..Masak harus kaya dulu baru boleh tidur nyenyak.,anj tu orang 😂😂😂"
@YayaHo-i1q,"ingat jangan tolol,kalau mau terjun ke aset saham harus terjun dan cari tau sendiri gk bisa ikut katanya dan kata dia ini saham bagus koin bagus"
@fathulmubin2102,Semakin dibenci timothy semakin meninggi
@muhammadfirmansyah6962,"dia itu dibayar perusahaan crypto untuk mempromosikan produk cryptonya. korbannya ya, yang beli terakhir. dalam bisnis itu diperlukan underlying asset. crypto tidak punya underlying asset"
@Classicerrorsquad,Dari pas dia buka statement orng ngegym itu bodoh emg udh ga beres tuh orng
@HAJ1BENG1S,"Forex itu judi. 
Saham itu scam. 
Crypto itu bandarnya."
@Clippinsigth,"thimoty , kalimasada itu t0loL , orang ter 60blok yang ada di dunia ini , udah punya triliunan ngapain lagi harus kerja tiap hari siang malem , buka kelas berbayar wkkwk , lu tinggal uncang2 kaki ngabisin uang 10jt sehari juga gak bakal abis2 duit lu sampe 7 turunan ."
@AbdulRahman-ub3bm,Sebenarnya KLO di bilang scam GK juga...contoh btc naik dari 500jt ke 2m sekitar 400% KLO yg modal kecil dgn kenaikan 4x lipat sama juga boong ...jadi tergantung modal murid ya juga KLO modal 1jt cuma dpt 4jt pas ath btc
@risyanaina3169,Hukum ekonomi ada barang ada uang se sederhana itu entah kenapa fatamorgana yg instan di sukai banyak orang gak perlu kerja cuma kash modal pertama terus ongkang2 HELLLOWWWW
@IamARobloxianGuy,"mao kaya kerja keras, berak sambil scrolling hp cryptoan ga bikin lu kaya,,, lu pada tolol banget sumpah...."
@tukang_ulin123,"Ada episode borong btc sebulan sekali di youtube nya  kemarin"" guru Tymoti borong BTC nya di excange punya orang sekarang beliau bikin excange sendiri, tehnik marketing yg bagus
Tapi setiap orang emang Plus minus. 
Sisi baiknya tymoti mengedukasi soal finansial pelajaran"" Yg gk di ajarkan di lingkungan keluarga apalagi lingkungan sekolah"
@BOBOdalam1menit,"15:28 dia ngebangun sekolah itu buat membenerin sistem sekolah nya,itu katanya"
@satrio-h2t,"UDAH TERCIUM DARI DULU, ANAK MUDA ATAU ORANG KAYA YANG TIBA-TIBA MUNCUL TERUS TERKENAL, ITU GAK JAUH DARI APLIKASI JUDI / PENIPUAN SEJENIS SAHAM BODONG ."
@sunset0205,Murah banget  😂😂
@waluyo4165,Kalo kita teliti dan cermati orang yang muncul mengumbar keberhasilan dan kekayaan nya yang nggak masuk akal pasti tujuan mereka scam atau penipuan dan rakyat Konoha paling mudah di bodohi dengan hal itu 😂
@Sifat_Asli,Profesional gambler wkwkwkwk rungkat marah marah padahal duit dia dari judi pas menang😂
@IndraNugraha-0403,"Dia modal bacot doang, pandai berkata kata tapi isi nya sampah doang 😂"
@muhammadyusril1012,yang percaya ya dongo kalau dia kaya dia ga bakal buka kelas
@samudraislam5083,"tapi dari kata kata timothy pikiran saya terbuka klo kita miskin jangan banyak ne=geluh, lahir miskin ga salah tapi mati dalam keadaan miskin dan tidak bisa memberikan yg terbaik buat keluarga hobi ngeluh scroll scroll sambil liat cewe sexy itu fix sala mu..
Agama saja tidak mengajarkan kita buat miskin, kotak amal isinya bukan do'a tapi uang..."
@YaskurSnack-q8g,"paling males kalo denger omongannya si Timothy 😂
om Deddy aja kezzeell banget!!!"
@Kangsubakir,Sebagian kata² timothy itu tes iQ bang.
@biangtut2632,Kaya tapi nipu dengan sombongnya ngomongin orang miskin bodoh
@budikartika8012,Mirip kospin tukang becak 😂
@MegaSupriyatin,Pasti duitnya dr investasi bodong
@Bowocogan123,"Si timoty punya mclaren, masa kaga bisa scaling karang gigi ya 😅"
@lieanoxav,Yg main crypto katanya anak gaul😅😅 bisa kaya tanpa tuyul
@DuiteDoTeko,"gw pernah ketipu doni salmanan ...
lost tp di chanel dia ,bilang profit 😅😅😅😅"
@imambotavoya6389,"Apapun namanya kalau gak kerja gak ada capek terus uang bisa banyak padahal umur masih muda. Saya tetap gak percaya. Pada ujungnya uang itu harus capek dulu. baik capek pikiran ataupun capek tenaga. Kalau tiba"" dia kayak tanpa capek patut di pertanyakan."
@JumiranEngkling-q6d,SAYA JUMIRAN ENGKLING hanya ingin DUEEL DI ATAS RING SAMA TIMOTI RONDAL
@onyx508,Yg gua inget dri Timothy tanggal merah tanggal merah😂😂😂
@jalanjalan666,Dari dulu GK pernah percaya sama yang namanya crypto apa ada yg sama?
@ShuichiForWho,"Saya tim investasi emas,tim yg pasti pasti saja hasilnya. Kalo harga lagi murah/turun ya beli,kalo lagi mahal/naik yaa Alhamdulillah 😅"
@DomCrypto-q4z,Gw meber AC dan bnar yg dikatakan akun anonim itu
@SuHuYo-k2y5u,"itu timothi ada sedikit rezeki dan nasib baik langsung keblinger, anak muda masih norak, belum kena batunya, yang dia lupa adalah roda kehidupan ini terus berputar, tinggal tunggu waktunya dia terpuruk, mungkin hilang segalanya, baru dia bakal nangis nangis"
@haririzki5671,20:00
@forodofaramir9742,Indra kentot jilid 2 ka??😂
@gogoai123,Plot twist orang dibalik skyholic adalah inisial t trsebut
@multiverseElrondGaming,"sebetulnya kalau suatu produk pengen harga naik harus banyak peminat, coba kalian perhatikan kripto naik drastis karena banyak yang beli, kalau pengen naik lagi harus banyak pembeli nah pertanyaannya adalah siapa yang mau beli kripto lo jika tidak ada satu sosok yang menaikkan nama kriptonya. ya itulah fungsi timothy ronald bukan cuma dia saja banyak influencer di dunia kok, pertanyaanku selanjutnya jika teknologi teramcan krisis apa harga kripto akan naik? 
kalau perang nuklir teknologi itu selamat tidak? timothy jujur videonya bagus semua tapi kalau sudut pandang saya saya hanya ambil cara survival lives dia saja yang lain saya tidak minat"
@araAhmad-u2j,"menurut gw timoty pinter tapi penonton banyak yang gk nangkep pemikiran nya contoh bitcoin waktu 1 tahun lalu dari cicil bitcoin 70%bilang ,ETH atau BND 20% sisanya altcoin entah Manta atau lain 10% ingat 10% orang lain mungkin masuk manta 100% kayanya semua 100% dari aset alokasi jadi kalo rugi di salahin semua dia juga ngajirn semua ilmu tapi lu semua gk pake berharap banget call dia"
@ntnf.84,Pak kasi solusi jg ikut terinfkuence ..masukin moyoritas harta utk kripto...yg kemudian harga terjun bebas
@titikmustikawati9287,"Timothy ronald cuma hoki beli btc pas harganya masih ratusan ribu, ga sengaja hold sampe miliaran. Gue yakin dia baru sadar hold btc pas beritanya btc rame capai ratusan juta per 1 btc, terus dia koar-koar so tau soal crypto dan jualan kelas padahal aslinya tong kosong nyaring bunyinya buktinya manta dll yg zonk 😂😂😂😂😂 cuma manusia-manusia tolol yg muja dia dan gue yakin pemujznya ga ada yg beli kelasnya bahkan mereka mayoritas pasti pada ga pernah terjun ke crypto dll."
